date,appliances,lights,avg_temp,avg_humidity,t_out,press_mm_hg,rh_out,windspeed,visibility,tdewpoint
2016-01-11 17:00:00,60,30,17.1674074074111111,50.9107407407555556,6.6000000000,733.5000000000,92.0000000000,7.0000000000,63.0000000000,5.3000000000
2016-01-11 17:10:00,60,30,17.1496296296333333,50.8272222222111111,6.4833333333,733.6000000000,92.0000000000,6.6666666667,59.1666666667,5.2000000000
2016-01-11 17:20:00,50,30,17.1037037037111111,50.6288888888888889,6.3666666667,733.7000000000,92.0000000000,6.3333333333,55.3333333333,5.1000000000
2016-01-11 17:30:00,50,40,17.0670370370333333,50.5748148148111111,6.2500000000,733.8000000000,92.0000000000,6.0000000000,51.5000000000,5.0000000000
2016-01-11 17:40:00,60,40,17.0707407407444444,50.7329629629555556,6.1333333333,733.9000000000,92.0000000000,5.6666666667,47.6666666667,4.9000000000
2016-01-11 17:50:00,50,40,17.0485185185111111,50.7918518518555556,6.0166666667,734.0000000000,92.0000000000,5.3333333333,43.8333333333,4.8000000000
2016-01-11 18:00:00,60,50,17.0407407407333333,50.7881481481555556,5.9000000000,734.1000000000,92.0000000000,5.0000000000,40.0000000000,4.7000000000
2016-01-11 18:10:00,60,50,17.0185185185222222,50.8029629629555556,5.9166666667,734.1666666667,91.8333333333,5.1666666667,40.0000000000,4.6833333333
2016-01-11 18:20:00,60,40,17.0185185185222222,50.9019444444444444,5.9333333333,734.2333333333,91.6666666667,5.3333333333,40.0000000000,4.6666666667
2016-01-11 18:30:00,70,40,17.0396296296333333,51.0507407407444444,5.9500000000,734.3000000000,91.5000000000,5.5000000000,40.0000000000,4.6500000000
2016-01-11 18:40:00,230,70,17.0667592592666667,51.2286111111111111,5.9666666667,734.3666666667,91.3333333333,5.6666666667,40.0000000000,4.6333333333
2016-01-11 18:50:00,580,60,17.1103703703777778,51.4703703703666667,5.9833333333,734.4333333333,91.1666666667,5.8333333333,40.0000000000,4.6166666667
2016-01-11 19:00:00,430,50,17.1851851851777778,51.8540740740666667,6.0000000000,734.5000000000,91.0000000000,6.0000000000,40.0000000000,4.6000000000
2016-01-11 19:10:00,250,40,17.2149074074000000,52.6750000000000000,6.0000000000,734.6166666667,90.5000000000,6.0000000000,40.0000000000,4.5166666667
2016-01-11 19:20:00,100,10,17.2522222222222222,53.5198148148111111,6.0000000000,734.7333333333,90.0000000000,6.0000000000,40.0000000000,4.4333333333
2016-01-11 19:30:00,100,10,17.2866666666666667,53.4965740740888889,6.0000000000,734.8500000000,89.5000000000,6.0000000000,40.0000000000,4.3500000000
2016-01-11 19:40:00,90,10,17.3107407407555556,53.3788888888888889,6.0000000000,734.9666666667,89.0000000000,6.0000000000,40.0000000000,4.2666666667
2016-01-11 19:50:00,70,30,17.3133333333444444,53.3782407407444444,6.0000000000,735.0833333333,88.5000000000,6.0000000000,40.0000000000,4.1833333333
2016-01-11 20:00:00,80,30,17.3196296296222222,52.9696296296222222,6.0000000000,735.2000000000,88.0000000000,6.0000000000,40.0000000000,4.1000000000
2016-01-11 20:10:00,140,40,17.3748148148111111,54.3670370370333333,6.0000000000,735.2333333333,87.8333333333,6.0000000000,40.0000000000,4.0666666667
2016-01-11 20:20:00,120,20,17.4650000000111111,55.0692592592555556,6.0000000000,735.2666666667,87.6666666667,6.0000000000,40.0000000000,4.0333333333
2016-01-11 20:30:00,190,40,17.4588888888888889,54.8951851852000000,6.0000000000,735.3000000000,87.5000000000,6.0000000000,40.0000000000,4.0000000000
2016-01-11 20:40:00,110,40,17.4977777777666667,54.7729629629555556,6.0000000000,735.3333333333,87.3333333333,6.0000000000,40.0000000000,3.9666666667
2016-01-11 20:50:00,110,40,17.5488888888888889,54.4451851851777778,6.0000000000,735.3666666667,87.1666666667,6.0000000000,40.0000000000,3.9333333333
2016-01-11 21:00:00,110,30,17.6122222222222222,54.6840740740666667,6.0000000000,735.4000000000,87.0000000000,6.0000000000,40.0000000000,3.9000000000
2016-01-11 21:10:00,110,20,17.6933333333444444,54.5292592592555556,5.9333333333,735.4666666667,87.1666666667,6.0000000000,40.0000000000,3.8666666667
2016-01-11 21:20:00,100,30,17.7114814814777778,53.2859259259222222,5.8666666667,735.5333333333,87.3333333333,6.0000000000,40.0000000000,3.8333333333
2016-01-11 21:30:00,100,20,17.7574074074111111,52.3722222222222222,5.8000000000,735.6000000000,87.5000000000,6.0000000000,40.0000000000,3.8000000000
2016-01-11 21:40:00,100,20,17.7870370370444444,52.0292592592555556,5.7333333333,735.6666666667,87.6666666667,6.0000000000,40.0000000000,3.7666666667
2016-01-11 21:50:00,100,20,17.8461111111111111,51.7314814814888889,5.6666666667,735.7333333333,87.8333333333,6.0000000000,40.0000000000,3.7333333333
2016-01-11 22:00:00,110,20,17.8670370370333333,51.4072222222111111,5.6000000000,735.8000000000,88.0000000000,6.0000000000,40.0000000000,3.7000000000
2016-01-11 22:10:00,400,20,17.8900000000000000,51.0959259259222222,5.6500000000,735.8833333333,87.8333333333,6.1666666667,40.0000000000,3.7166666667
2016-01-11 22:20:00,400,20,17.9655555555555556,50.9074074074111111,5.7000000000,735.9666666667,87.6666666667,6.3333333333,40.0000000000,3.7333333333
2016-01-11 22:30:00,390,30,18.0320370370333333,50.6146296296222222,5.7500000000,736.0500000000,87.5000000000,6.5000000000,40.0000000000,3.7500000000
2016-01-11 22:40:00,240,20,18.0944444444444444,50.3637037037000000,5.8000000000,736.1333333333,87.3333333333,6.6666666667,40.0000000000,3.7666666667
2016-01-11 22:50:00,60,20,18.1332407407444444,50.2729629629666667,5.8500000000,736.2166666667,87.1666666667,6.8333333333,40.0000000000,3.7833333333
2016-01-11 23:00:00,60,20,18.1541666666777778,50.2857407407444444,5.9000000000,736.3000000000,87.0000000000,7.0000000000,40.0000000000,3.8000000000
2016-01-11 23:10:00,60,20,18.1325925925888889,50.4996296296333333,5.8000000000,736.4000000000,87.8333333333,6.8333333333,37.0000000000,3.8500000000
2016-01-11 23:20:00,50,10,18.0985185185111111,50.6492592592444444,5.7000000000,736.5000000000,88.6666666667,6.6666666667,34.0000000000,3.9000000000
2016-01-11 23:30:00,70,20,18.0527777777777778,50.7889814814666667,5.6000000000,736.6000000000,89.5000000000,6.5000000000,31.0000000000,3.9500000000
2016-01-11 23:40:00,60,20,18.0300000000000000,50.9583333333333333,5.5000000000,736.7000000000,90.3333333333,6.3333333333,28.0000000000,4.0000000000
2016-01-11 23:50:00,40,20,17.9866666666666667,51.0496296296333333,5.4000000000,736.8000000000,91.1666666667,6.1666666667,25.0000000000,4.0500000000
2016-01-12 00:00:00,40,10,17.9759259259222222,51.1848148148000000,5.3000000000,736.9000000000,92.0000000000,6.0000000000,22.0000000000,4.1000000000
2016-01-12 00:10:00,30,20,17.9488888888888889,51.3444444444444444,5.2666666667,737.0000000000,92.0000000000,6.0000000000,25.0000000000,4.0666666667
2016-01-12 00:20:00,40,20,17.9288888888888889,51.4655555555444444,5.2333333333,737.1000000000,92.0000000000,6.0000000000,28.0000000000,4.0333333333
2016-01-12 00:30:00,50,20,17.9140740740777778,51.5699999999888889,5.2000000000,737.2000000000,92.0000000000,6.0000000000,31.0000000000,4.0000000000
2016-01-12 00:40:00,310,10,17.8774074074111111,51.6433333333333333,5.1666666667,737.3000000000,92.0000000000,6.0000000000,34.0000000000,3.9666666667
2016-01-12 00:50:00,380,20,17.8366666666777778,51.6570370370444444,5.1333333333,737.4000000000,92.0000000000,6.0000000000,37.0000000000,3.9333333333
2016-01-12 01:00:00,380,20,17.8116666666666667,51.7256481481444444,5.1000000000,737.5000000000,92.0000000000,6.0000000000,40.0000000000,3.9000000000
2016-01-12 01:10:00,370,20,17.8507407407333333,52.0185185185222222,5.1166666667,737.6333333333,92.0000000000,5.8333333333,40.0000000000,3.9166666667
2016-01-12 01:20:00,120,10,17.8885185185222222,52.1259259259222222,5.1333333333,737.7666666667,92.0000000000,5.6666666667,40.0000000000,3.9333333333
2016-01-12 01:30:00,50,0,17.9011111111222222,52.1466666666666667,5.1500000000,737.9000000000,92.0000000000,5.5000000000,40.0000000000,3.9500000000
2016-01-12 01:40:00,40,0,17.8555555555555556,52.1762962963000000,5.1666666667,738.0333333333,92.0000000000,5.3333333333,40.0000000000,3.9666666667
2016-01-12 01:50:00,50,0,17.8092592592666667,52.3259259259222222,5.1833333333,738.1666666667,92.0000000000,5.1666666667,40.0000000000,3.9833333333
2016-01-12 02:00:00,40,0,17.7573148148111111,52.3979629629666667,5.2000000000,738.3000000000,92.0000000000,5.0000000000,40.0000000000,4.0000000000
2016-01-12 02:10:00,50,0,17.7079629629666667,52.4468518518555556,5.1333333333,738.4000000000,92.0000000000,4.8333333333,40.0000000000,3.9333333333
2016-01-12 02:20:00,50,0,17.6888888888888889,52.5559259259333333,5.0666666667,738.5000000000,92.0000000000,4.6666666667,40.0000000000,3.8666666667
2016-01-12 02:30:00,50,0,17.6866666666666667,52.6640740740666667,5.0000000000,738.6000000000,92.0000000000,4.5000000000,40.0000000000,3.8000000000
2016-01-12 02:40:00,40,0,17.6600000000000000,52.6662962962888889,4.9333333333,738.7000000000,92.0000000000,4.3333333333,40.0000000000,3.7333333333
2016-01-12 02:50:00,40,0,17.6024074074000000,52.6177777777777778,4.8666666667,738.8000000000,92.0000000000,4.1666666667,40.0000000000,3.6666666667
2016-01-12 03:00:00,30,0,17.5714814814888889,52.6340740740888889,4.8000000000,738.9000000000,92.0000000000,4.0000000000,40.0000000000,3.6000000000
2016-01-12 03:10:00,20,0,17.5296296296222222,52.6762962963111111,4.8166666667,739.0166666667,92.1666666667,4.3333333333,40.0000000000,3.6333333333
2016-01-12 03:20:00,20,0,17.5055555555555556,52.7503703703666667,4.8333333333,739.1333333333,92.3333333333,4.6666666667,40.0000000000,3.6666666667
2016-01-12 03:30:00,40,0,17.4916666666666667,52.8575925925888889,4.8500000000,739.2500000000,92.5000000000,5.0000000000,40.0000000000,3.7000000000
2016-01-12 03:40:00,50,0,17.5096296296333333,52.9433333333333333,4.8666666667,739.3666666667,92.6666666667,5.3333333333,40.0000000000,3.7333333333
2016-01-12 03:50:00,50,0,17.5044444444444444,52.9700000000000000,4.8833333333,739.4833333333,92.8333333333,5.6666666667,40.0000000000,3.7666666667
2016-01-12 04:00:00,40,0,17.4929629629555556,53.0148148148111111,4.9000000000,739.6000000000,93.0000000000,6.0000000000,40.0000000000,3.8000000000
2016-01-12 04:10:00,50,0,17.4881481481333333,53.0001851851888889,4.9166666667,739.6500000000,92.6666666667,5.8333333333,40.0000000000,3.7666666667
2016-01-12 04:20:00,40,0,17.4855555555555556,52.9837037037111111,4.9333333333,739.7000000000,92.3333333333,5.6666666667,40.0000000000,3.7333333333
2016-01-12 04:30:00,40,0,17.4822222222222222,52.9796296296333333,4.9500000000,739.7500000000,92.0000000000,5.5000000000,40.0000000000,3.7000000000
2016-01-12 04:40:00,40,0,17.4781481481555556,52.9916666666666667,4.9666666667,739.8000000000,91.6666666667,5.3333333333,40.0000000000,3.6666666667
2016-01-12 04:50:00,60,0,17.4596296296333333,52.9485185185222222,4.9833333333,739.8500000000,91.3333333333,5.1666666667,40.0000000000,3.6333333333
2016-01-12 05:00:00,50,0,17.4488888888888889,52.9637037037000000,5.0000000000,739.9000000000,91.0000000000,5.0000000000,40.0000000000,3.6000000000
2016-01-12 05:10:00,50,0,17.4310185185222222,52.9520370370333333,4.9833333333,739.9666666667,91.6666666667,4.8333333333,40.0000000000,3.6833333333
2016-01-12 05:20:00,40,0,17.3970370370333333,52.8672222222111111,4.9666666667,740.0333333333,92.3333333333,4.6666666667,40.0000000000,3.7666666667
2016-01-12 05:30:00,40,0,17.3877777777777778,52.9159259259222222,4.9500000000,740.1000000000,93.0000000000,4.5000000000,40.0000000000,3.8500000000
2016-01-12 05:40:00,40,0,17.4066666666666667,53.0122222222333333,4.9333333333,740.1666666667,93.6666666667,4.3333333333,40.0000000000,3.9333333333
2016-01-12 05:50:00,40,0,17.4029629629555556,53.0362962963000000,4.9166666667,740.2333333333,94.3333333333,4.1666666667,40.0000000000,4.0166666667
2016-01-12 06:00:00,50,0,17.3725925925888889,53.1222222222222222,4.9000000000,740.3000000000,95.0000000000,4.0000000000,40.0000000000,4.1000000000
2016-01-12 06:10:00,70,10,17.3719444444444444,53.1905555555555556,4.9333333333,740.4333333333,94.6666666667,4.1666666667,38.1666666667,4.1000000000
2016-01-12 06:20:00,40,0,17.3629629629666667,53.2748148148222222,4.9666666667,740.5666666667,94.3333333333,4.3333333333,36.3333333333,4.1000000000
2016-01-12 06:30:00,30,0,17.3525925925888889,53.3033333333444444,5.0000000000,740.7000000000,94.0000000000,4.5000000000,34.5000000000,4.1000000000
2016-01-12 06:40:00,20,10,17.3520000000000000,53.3103703703777778,5.0333333333,740.8333333333,93.6666666667,4.6666666667,32.6666666667,4.1000000000
2016-01-12 06:50:00,30,0,17.3351851851888889,53.3436111111000000,5.0666666667,740.9666666667,93.3333333333,4.8333333333,30.8333333333,4.1000000000
2016-01-12 07:00:00,40,10,17.3103703703666667,53.3688888888777778,5.1000000000,741.1000000000,93.0000000000,5.0000000000,29.0000000000,4.1000000000
2016-01-12 07:10:00,50,10,17.3177777777777778,53.4377777777777778,5.1000000000,741.2166666667,92.6666666667,5.0000000000,30.8333333333,4.0500000000
2016-01-12 07:20:00,60,20,17.2918518518555556,53.3566666666666667,5.1000000000,741.3333333333,92.3333333333,5.0000000000,32.6666666667,4.0000000000
2016-01-12 07:30:00,60,20,17.2875000000000000,53.2274074074111111,5.1000000000,741.4500000000,92.0000000000,5.0000000000,34.5000000000,3.9500000000
2016-01-12 07:40:00,70,20,17.2596296296333333,53.1722222222222222,5.1000000000,741.5666666667,91.6666666667,5.0000000000,36.3333333333,3.9000000000
2016-01-12 07:50:00,60,30,17.2281481481555556,53.1627777777888889,5.1000000000,741.6833333333,91.3333333333,5.0000000000,38.1666666667,3.8500000000
2016-01-12 08:00:00,140,20,17.2329629629666667,53.1003703703777778,5.1000000000,741.8000000000,91.0000000000,5.0000000000,40.0000000000,3.8000000000
2016-01-12 08:10:00,110,30,17.2362962963000000,53.0500000000000000,5.0500000000,741.8833333333,91.0000000000,5.0000000000,40.0000000000,3.7333333333
2016-01-12 08:20:00,90,10,17.2528395061666667,53.1512345679000000,5.0000000000,741.9666666667,91.0000000000,5.0000000000,40.0000000000,3.6666666667
2016-01-12 08:30:00,60,0,17.2266666666666667,52.8650000000111111,4.9500000000,742.0500000000,91.0000000000,5.0000000000,40.0000000000,3.6000000000
2016-01-12 08:40:00,60,0,17.1785185185111111,52.5811111111222222,4.9000000000,742.1333333333,91.0000000000,5.0000000000,40.0000000000,3.5333333333
2016-01-12 08:50:00,60,0,17.1311111111111111,52.3909259259222222,4.8500000000,742.2166666667,91.0000000000,5.0000000000,40.0000000000,3.4666666667
2016-01-12 09:00:00,50,0,17.1012037037111111,52.2459259259222222,4.8000000000,742.3000000000,91.0000000000,5.0000000000,40.0000000000,3.4000000000
2016-01-12 09:10:00,60,0,17.0522222222222222,52.0637037037111111,4.8833333333,742.3833333333,91.0000000000,5.0000000000,38.1666666667,3.4833333333
2016-01-12 09:20:00,50,0,17.0444444444444444,51.9655555555666667,4.9666666667,742.4666666667,91.0000000000,5.0000000000,36.3333333333,3.5666666667
